Ticker	Name	Member	Action	Value	Date.of.Transaction	Est.Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
123	NVS	Novartis AG	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-04-11	2013-04-18	2013-04-19	2013-04-25	2013-05-20	2013-06-17	2013-10-15
124	NVS	Novartis AG	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2014-03-21	2014-03-28	2014-03-31	2014-04-04	2014-04-28	2014-05-27	2014-09-24
125	NVS	Novartis AG	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-11-27	2013-12-04	2013-12-05	2013-12-11	2014-01-03	2014-02-03	2014-06-02
126	OMC	Omnicom Group Inc.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-08-01	2013-08-08	2013-08-09	2013-08-15	2013-09-09	2013-10-07	2014-02-04
127	OXY	Occidental Petroleum Corporation	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-11-06	2012-11-13	2012-11-14	2012-11-20	2012-12-13	2013-01-14	2013-05-13
128	PAY	Verifone Systems, Inc.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-01-29	2013-02-05	2013-02-06	2013-02-12	2013-03-07	2013-04-08	2013-08-05
129	PCP	Precision Castparts Corporation	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-09-21	2012-09-28	2012-10-01	2012-10-05	2012-10-29	2012-11-27	2013-03-27
130	PRGO	Perrigo Company	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-12-31	2013-01-07	2013-01-08	2013-01-14	2013-02-06	2013-03-08	2013-07-08
131	PSXP	Phillips 66 Partners LP	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-03-21	2014-03-28	2014-03-31	2014-04-04	2014-04-28	2014-05-27	2014-09-24
132	PSXP	Phillips 66 Partners LP	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2012-11-21	2012-11-28	2012-11-29	2012-12-05	2012-12-28	2013-01-28	2013-05-27
133	ROP	Roper Industries, Inc.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-05-31	2013-06-07	2013-06-10	2013-06-14	2013-07-08	2013-08-06	2013-12-04
134	SKM	SK Telecom Co., Ltd.	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-04-21	2014-04-28	2014-04-29	2014-05-05	2014-05-28	2014-06-27	2014-10-27
135	SYK	Stryker Corporation	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2014-03-21	2014-03-28	2014-03-31	2014-04-04	2014-04-28	2014-05-27	2014-09-24
136	SYY	Sysco Corporation	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2012-10-03	2012-10-10	2012-10-11	2012-10-17	2012-11-09	2012-12-10	2013-04-08
137	T	AT&T Inc.	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2013-05-23	2013-05-30	2013-05-31	2013-06-06	2013-07-01	2013-07-29	2013-11-26
138	TCK	Teck Resources Ltd	Rogers, Hal (R-Ky)	Purchased	$1,000 to $15,000	2013-01-09	2013-01-16	2013-01-17	2013-01-23	2013-02-15	2013-03-18	2013-07-15
139	TCK	Teck Resources Ltd	Rogers, Hal (R-Ky)	Sold	$1,000 to $15,000	2014-09-24	2014-10-01	2014-10-02	2014-10-08	2014-10-31	2014-12-01	2015-03-30
