Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
87	2012	R	Ga	Price, Tom	RKT	Purchased	8000	2012-11-12	0.0069	-0.00323	-0.01566	0.02324	-0.01448
88	2012	R	Ga	Price, Tom	SIG	Purchased	8000	2012-11-12	-0.00268	-0.01238	-0.02833	-0.00881	-0.00533
89	2012	R	Ga	Price, Tom	SNE	Sold	8000	2012-11-12	-0.06718	-0.08978	-0.01478	0.10642	0.75004
90	2012	R	Ga	Price, Tom	STI	Sold	8000	2012-11-12	0.02687	0.00577	0.03326	0.01366	0.00252
91	2012	R	Ga	Price, Tom	TW	Purchased	8000	2012-11-12	0.01981	0.0297	0.02699	0.10869	0.41685
92	2012	R	Ga	Price, Tom	UNP	Sold	8000	2012-11-12	0.02826	0.02707	0.03405	0.03093	-0.06782
93	2012	R	Ga	Price, Tom	URI	Sold	8000	2012-11-12	0.08386	0.09777	-0.05056	-0.0472	0.13702
94	2012	R	Ga	Price, Tom	URI	Purchased	8000	2012-11-12	NA	0.06938	0.10957	0.17152	-0.01949
95	2012	R	Ga	Price, Tom	V	Purchased	8000	2012-11-12	NA	0.01571	0.01407	0.00374	0.09313
96	2012	R	Ga	Price, Tom	V	Sold	8000	2012-11-12	0.0423	0.03685	0.05194	0.08891	0.05334
97	2012	R	Ga	Price, Tom	VMI	Purchased	8000	2012-11-12	0.02756	0.0324	-0.0129	-0.02513	-0.13303
98	2012	R	Ga	Price, Tom	WFT	Sold	8000	2012-11-12	NA	0.05003	0.13165	0.11837	0.12874
99	2012	R	Ga	Price, Tom	WMT	Sold	32500	2012-11-12	-0.05331	-0.05486	-0.09423	-0.12606	-0.13175
100	2012	R	Ga	Price, Tom	WTR	Sold	32500	2012-11-12	-0.00205	0.0086	-0.04694	0.00043	0.12174
101	2012	R	Ga	Price, Tom	WU	Sold	8000	2012-11-12	0.00773	0.01429	0.07683	0.01143	0.1529
102	2012	R	Ga	Price, Tom	WYN	Purchased	8000	2012-11-12	0.03928	0.02889	-0.05075	-0.04666	0.01657
103	2012	R	Ga	Price, Tom	XOM	Sold	32500	2012-11-12	-0.00317	-0.00446	-0.03197	-0.04619	-0.14522
