Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
108	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.02832	-0.05352	0.36073	1.37954	2.67396
109	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.37676	0.54051	0.67296	0.63538	1.66289
110	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.36824	0.33833	0.30279	0.36609	1.25663
111	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.35789	0.11827	0.25147	0.20473	0.88354
112	2014	R	Ga	Scott, Austin	PLUG	Sold	32500	2014-06-17	-0.08228	-0.10983	0.22319	1.55218	2.84923
113	2014	R	Ga	Scott, Austin	PLUG	Purchased	32500	2014-06-17	-0.04854	0.04635	0.5102	0.54714	7.48183
114	2014	R	Ga	Scott, Austin	PLUG	Purchased	32500	2014-06-17	0.88052	0.8367	0.55639	-0.07493	0.17364
115	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.01807	0.00101	-0.0075	0.59992	8.4425
116	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.80443	0.57705	0.59878	0.54011	1.43283
117	2014	R	Ga	Scott, Austin	PLUG	Sold	32500	2014-06-17	0.02132	-0.10754	0.08254	-0.41529	-0.23645
118	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.08506	0.40372	1.40174	0.8513	2.68755
119	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	0.88052	0.8367	0.55639	-0.07493	0.17364
120	2014	R	Ga	Scott, Austin	PLUG	Sold	8000	2014-06-17	-0.01628	-0.07534	-0.30878	-0.36563	-0.7491
121	2014	R	Ga	Scott, Austin	PLUG	Purchased	8000	2014-06-17	-0.01146	0.46542	1.34161	1.22286	2.62112
122	2014	R	Ga	Scott, Austin	QTWW	Sold	8000	2014-06-17	0.13082	0.28844	0.21285	0.12574	NA
123	2014	R	Ga	Scott, Austin	QTWW	Purchased	32500	2014-06-17	-0.04468	0.1227	0.16518	0.43381	NA
124	2014	R	Ga	Scott, Austin	QTWW	Sold	32500	2014-06-17	-0.00697	0.01027	-0.03087	-0.14591	NA
125	2014	R	Ga	Scott, Austin	QTWW	Sold	8000	2014-06-17	0.13199	NA	0.06769	-0.04271	NA
126	2014	R	Ga	Scott, Austin	QTWW	Sold	32500	2014-06-17	-0.04468	0.1227	0.16518	0.43381	NA
127	2014	R	Ga	Scott, Austin	QTWW	Purchased	32500	2014-06-17	0.14273	0.37127	0.42654	0.72251	NA
128	2014	R	Ga	Scott, Austin	SIRI	Purchased	32500	2014-06-17	0.02959	0.03431	0.02322	0.04301	NA
